year	sex	occupation	people	score	sei
1930	2	Secretary	980734	22	61
1930	2	Security Guard	1012	25	18
1930	2	Service Attendant	14156	13	26
1930	2	Service Worker	162783	11	11
1930	2	Serviceman	505	33	49
1930	2	Shipping and Receiving	2022	26	22
1930	2	Shoemaker	4046	20	12
1930	2	Social Worker	13648	27	66
1930	2	Stationary Engineer	2023	36	47
1930	2	Statistician / Actuary	2528	39	81
1930	2	Stock Broker	1517	40	73
1930	2	Tailor	29321	26	23
1930	2	Taxi Cab Driver / Chauffeur	2529	22	10
1930	2	Teacher	765334	27	72
1930	2	Technician - Medical / Dental	3539	25	48
1930	2	Technician - Testing	5054	30	53
1930	2	Telegraph Messenger	1516	12	22
1930	2	Telegraph Operator	12130	32	47
1930	2	Telephone Operator	229503	21	45
1930	2	Textile Spinner	65222	18	5
1930	2	Therapist	4046	26	58
1930	2	Ticket Agent	506	35	60
1930	2	Truck / Tractor Driver	2023	25	15
1930	2	Typesetter	13145	36	52
1930	2	Upholsterer	4548	26	22
1930	2	Usher	6069	4	25
1930	2	Waiter / Waitress	185034	11	16
1930	2	Weaver	62189	23	6
1930	2	Welder	1011	31	24
1940	1	Actor	12428	29	60
1940	1	Advertising Agent	33554	35	66
1940	1	Agent	92566	36	68
1940	1	Apprentice	39638	20	35
1940	1	Apprentice - Carpenter	13667	20	31
1940	1	Apprentice - Construction	18051	21	29
1940	1	Apprentice - Electrician	7102	25	37
1940	1	Apprentice - Machinist	17891	24	41
1940	1	Apprentice - Plumber	8921	25	33
1940	1	Apprentice - Printing	15899	23	40
1940	1	Architect	19929	54	90
1940	1	Artist / Art Teacher	43200	31	67
1940	1	Athlete	10153	23	52
1940	1	Auctioneer	5580	30	40
1940	1	Author	11522	33	76
1940	1	Baggageman	5504	30	25
1940	1	Baker	139541	28	22
1940	1	Barber / Beautician	218924	19	17
1940	1	Bartender	129349	25	19
1940	1	Bill Collector	38109	26	39
1940	1	Blacksmith	90238	25	16
1940	1	Blaster	6971	26	11
1940	1	Boarding House Keeper	8844	7	30
1940	1	Boatman	12583	30	24
1940	1	Boilermaker	34322	34	39
1940	1	Bookkeeper	454109	22	51
1940	1	Bootblack	15029	14	8
1940	1	Building Manager	46583	20	32
1940	1	Buyer - Farm	38019	26	33
1940	1	Buyer - Store	53514	42	72
1940	1	Cabinet Maker	74244	26	23
1940	1	Car Washer	54742	16	8
1940	1	Carpenter	741073	24	19
1940	1	Cement / Concrete Finisher	30773	27	19
1940	1	Chainman	13526	19	25
1940	1	Charwoman	37062	14	10
1940	1	Chemist	56420	40	79
1940	1	Chiropractor	9091	32	75
1940	1	Clergyman	133751	24	52
1940	1	Clerical Worker	1329366	25	44
1940	1	Constable	10729	24	21
1940	1	Cook	205345	16	15
1940	1	Cranemen / Hoistmen	123466	31	21
1940	1	Creditor	28019	37	74
1940	1	Crossing Guard / Toll Collector	17110	26	17
1940	1	Dancer / Dance Teacher	3362	16	45
1940	1	Decorator	27711	25	40
1940	1	Delivery Man	409059	27	32
1940	1	Demonstrator	2021	12	35
1940	1	Dentist	69505	63	96
1940	1	Designer	15745	38	73
1940	1	Doctor Office Attendant	8806	16	38
1940	1	Draftsman	91661	34	67
1940	1	Dressmaker / Seamstress	7270	12	23
1940	1	Dyer	24246	25	12
1940	1	Editor / Reporter	47417	39	82
1940	1	Electrician	217697	34	44
1940	1	Electrotyper	9311	47	55
1940	1	Elevator Operator	72757	20	10
1940	1	Engineer - Chemical	11561	49	90
1940	1	Engineer - Civil	90394	46	84
1940	1	Engineer - Electrical	55931	46	84
1940	1	Engineer - Industrial	13750	45	86
1940	1	Engineer - Mechanical	81157	46	82
1940	1	Engineer - Metallurgical	10425	46	82
1940	1	Engraver	8127	33	47
1940	1	Entertainer	6756	20	31
1940	1	Farm Advisor	7677	36	83
1940	1	Farm Foreman	24110	23	20
1940	1	Farm Laborer	3086228	7	12
1940	1	Farm Manager	34456	24	36
1940	1	Farmer	5064557	14	14
1940	1	Fireman	199221	31	27
1940	1	Fisherman	66581	16	10
1940	1	Floor Manager	7505	26	50
1940	1	Foremen	568592	38	49
1940	1	Funeral Director	34865	31	59
1940	1	Furnaceman	30045	29	18
1940	1	Furrier	16327	32	39
1940	1	Gardener / Groundskeeper	186215	17	11
1940	1	Glazier	12949	28	26
1940	1	Hospital Attendant	65725	16	13
1940	1	Household Worker	188721	9	17
1940	1	Huckster	54906	13	8
1940	1	Inspector	137552	32	42
1940	1	Insulation Worker	10681	32	32
1940	1	Insurance Agent	232506	36	66
1940	1	Janitor	343957	19	9
1940	1	Jeweler	44607	27	36
1940	1	Laborer	4600712	20	8
1940	1	Laundry / Dry Cleaning	53970	15	15
1940	1	Lawyer / Judge	168630	62	93
1940	1	Librarian	4836	22	60
1940	1	Library Attendant	7096	13	44
1940	1	Lithographer	28115	47	64
1940	1	Locomotive Engineer	69930	46	58
1940	1	Locomotive Fireman	50255	37	45
1940	1	Longshoreman	68299	25	11
1940	1	Loom Fixer	23235	29	10
1940	1	Lumberman	161252	12	4
1940	1	Machinist	503033	32	33
1940	1	Mail Carrier	123474	34	53
1940	1	Manager / Owner	2930996	42	68
1940	1	Mason	147647	29	27
1940	1	Meat Cutter	146170	29	29
1940	1	Mechanic	429926	30	27
1940	1	Mechanic - Airplane	31726	34	48
1940	1	Mechanic - Automobile	418084	27	19
1940	1	Mechanic - Railroad	40559	32	23
1940	1	Messenger	84153	27	48
1940	1	Metal Filer	104474	30	22
1940	1	Metal Heater	17704	32	29
1940	1	Metal Worker	135611	33	34
1940	1	Military	235610	11	18
1940	1	Miller	16251	25	19
1940	1	Milliner	1616	19	46
1940	1	Millwright	43715	34	31
1940	1	Miner	795289	24	10
1940	1	Model Maker	34247	34	44
1940	1	Molder	78483	28	12
1940	1	Motion Picture Projectionist	29822	34	43
1940	1	Motorman	52754	30	19
1940	1	Musician / Music Teacher	84556	20	52
1940	1	Newsboy	55754	3	27
1940	1	Nurse	19999	16	34
1940	1	Office Machine Operator	16510	23	45
1940	1	Oiler / Greaser	40008	28	15
1940	1	Operative	2999021	23	18
1940	1	Optician / Lens Grinder	13608	30	39
1940	1	Optometrist	11290	42	79
1940	1	Osteopath	5657	60	96
1940	1	Painter	505402	25	17
1940	1	Paperhanger	31499	15	10
1940	1	Parking Attendant	244162	19	19
1940	1	Pharmacist	79447	40	82
1940	1	Photo Developer	15775	23	42
1940	1	Photographer	34411	27	50
1940	1	Physician / Surgeon	167176	80	92
1940	1	Piano / Organ Tuner	10537	24	38
1940	1	Pilot	6947	52	79
1940	1	Plasterer	59528	29	25
1940	1	Plumber	205078	33	34
1940	1	Policeman / Detective	150849	32	39
1940	1	Porter	173740	18	4
1940	1	Postmaster	21643	29	60
1940	1	Power Station Operator	35641	36	50
1940	1	Pressman	38795	38	49
1940	1	Produce Grader	22012	12	10
1940	1	Professional - Misc	133278	33	65
1940	1	Professor	53898	41	84
1940	1	Public Officials	138820	36	66
1940	1	Purchasing Agent	34317	42	77
1940	1	Radio Operator	12231	39	69
1940	1	Railroad Brakeman	75661	36	42
1940	1	Railroad Conductor	47656	43	58
1940	1	Railroad Switchman	46193	36	44
1940	1	Real Estate Agent	111205	35	62
1940	1	Recreation Attendant	58467	8	19
1940	1	Religious Worker	8879	15	56
1940	1	Roller	28821	30	22
1940	1	Roofer	36595	23	15
1940	1	Sailor	44940	23	16
1940	1	Salesman	1832034	24	47
1940	1	Sawyer	46802	17	5
1940	1	Secretary	84828	22	61
1940	1	Security Guard	236592	25	18
1940	1	Service Attendant	17126	13	26
1940	1	Service Worker	161281	11	11
1940	1	Serviceman	114467	33	49
1940	1	Sheriff / Bailiff	14692	30	34
1940	1	Ship Officers	34287	42	54
1940	1	Shipping and Receiving	230332	26	22
1940	1	Shoemaker	68516	20	12
1940	1	Social Worker	29975	27	64
1940	1	Sports Instructor / Official	21582	32	64
1940	1	Stationary Engineer	201613	36	47
1940	1	Stock Broker	21300	40	73
1940	1	Stone Cutter	20082	28	25
1940	1	Street Car Conductor	17030	33	30
1940	1	Surveyor	18349	28	48
1940	1	Tailor	102822	26	23
1940	1	Teacher	273015	27	72
1940	1	Teamster	29961	15	8
1940	1	Technician	7420	34	62
1940	1	Technician - Testing	43733	30	53
1940	1	Telegraph Messenger	15456	12	22
1940	1	Telegraph Operator	43794	32	47
1940	1	Telephone Operator	13047	21	45
1940	1	Temperer	13475	31	22
1940	1	Therapist	12063	26	58
1940	1	Ticket Agent	41637	35	60
1940	1	Tool Maker	96279	37	50
1940	1	Truck / Tractor Driver	1314002	25	15
1940	1	Typesetter	170993	36	52
1940	1	Union Official	20236	40	58
1940	1	Upholsterer	39026	26	22
1940	1	Usher	17957	4	25
1940	1	Veterinarian	11029	42	78
1940	1	Waiter / Waitress	205614	11	16
1940	1	Welder	134709	31	24
1940	2	Actor	8750	29	60
1940	2	Advertising Agent	4883	35	66
1940	2	Agent	12692	36	68
1940	2	Apprentice	3081	20	35
1940	2	Apprentice - Carpenter	1010	20	31
1940	2	Apprentice - Construction	101	21	29
1940	2	Apprentice - Electrician	101	25	37
1940	2	Apprentice - Plumber	2821	25	33
1940	2	Apprentice - Printing	2435	23	40
1940	2	Architect	303	54	90
1940	2	Artist / Art Teacher	19699	31	67
1940	2	Athlete	748	23	52
1940	2	Auctioneer	2744	30	40
1940	2	Author	4047	33	76
1940	2	Baker	12300	28	22
1940	2	Barber / Beautician	222479	19	17
1940	2	Bartender	6704	25	19
1940	2	Bill Collector	3309	26	39
1940	2	Blacksmith	303	25	16
1940	2	Blaster	202	26	11
1940	2	Boarding House Keeper	55217	7	30
1940	2	Boatman	1355	30	24
1940	2	Boilermaker	303	34	39
1940	2	Bookkeeper	475928	22	51
1940	2	Bootblack	1503	14	8
1940	2	Building Manager	33714	20	32
1940	2	Buyer - Farm	505	26	33
1940	2	Buyer - Store	19293	42	72
1940	2	Cabinet Maker	4667	26	23
1940	2	Car Washer	482	16	8
1940	2	Carpenter	1903	24	19
1940	2	Cement / Concrete Finisher	101	27	19
1940	2	Charwoman	43528	14	10
1940	2	Chemist	1908	40	79
1940	2	Chiropractor	1818	32	75
1940	2	Clergyman	4020	24	52
1940	2	Clerical Worker	745669	25	44
1940	2	Cook	143807	16	15
1940	2	Cranemen / Hoistmen	583	31	21
1940	2	Creditor	4308	37	74
1940	2	Dancer / Dance Teacher	11905	16	45
1940	2	Decorator	6321	25	40
1940	2	Delivery Man	3817	27	32
1940	2	Demonstrator	7821	12	35
1940	2	Dentist	1415	63	96
1940	2	Designer	8941	38	73
1940	2	Doctor Office Attendant	32096	16	38
1940	2	Draftsman	2020	34	67
1940	2	Dressmaker / Seamstress	155175	12	23
1940	2	Dyer	758	25	12
1940	2	Editor / Reporter	15064	39	82
1940	2	Electrician	1898	34	44
1940	2	Electrotyper	606	47	55
1940	2	Elevator Operator	14365	20	10
1940	2	Engineer - Chemical	203	49	90
1940	2	Engineer - Civil	303	46	84
1940	2	Engineer - Electrical	202	46	84
1940	2	Engineer - Industrial	1372	45	86
1940	2	Engineer - Mechanical	202	46	82
1940	2	Engineer - Metallurgical	1414	46	82
1940	2	Engraver	808	33	47
1940	2	Entertainer	897	20	31
1940	2	Farm Advisor	4520	36	83
1940	2	Farm Foreman	303	23	20
1940	2	Farm Laborer	392640	7	12
1940	2	Farm Manager	1010	24	36
1940	2	Farmer	161483	14	14
1940	2	Fireman	1480	31	27
1940	2	Fisherman	3039	16	10
1940	2	Floor Manager	3596	26	50
1940	2	Foremen	48342	38	49
1940	2	Funeral Director	1718	31	59
1940	2	Furnaceman	101	29	18
1940	2	Furrier	2424	32	39
1940	2	Gardener / Groundskeeper	2518	17	11
1940	2	Glazier	303	28	26
1940	2	Hospital Attendant	54842	16	13
1940	2	Household Worker	2259463	9	17
1940	2	Huckster	3755	13	8
1940	2	Inspector	8597	32	42
1940	2	Insulation Worker	786	32	32
1940	2	Insurance Agent	15793	36	66
1940	2	Janitor	41564	19	9
1940	2	Jeweler	5015	27	36
1940	2	Laborer	134098	20	8
1940	2	Laundry / Dry Cleaning	175984	15	15
1940	2	Lawyer / Judge	4735	62	93
1940	2	Librarian	31267	22	60
1940	2	Library Attendant	28746	13	44
1940	2	Lithographer	606	47	64
1940	2	Locomotive Engineer	202	46	58
1940	2	Longshoreman	449	25	11
1940	2	Lumberman	824	12	4
1940	2	Machinist	4600	32	33
1940	2	Mail Carrier	2323	34	53
1940	2	Manager / Owner	347927	42	68
1940	2	Mason	1411	29	27
1940	2	Meat Cutter	987	29	29
1940	2	Mechanic	9456	30	27
1940	2	Mechanic - Airplane	505	34	48
1940	2	Mechanic - Automobile	1313	27	19
1940	2	Messenger	3421	15	28
1940	2	Metal Filer	7582	30	22
1940	2	Metal Heater	5079	32	29
1940	2	Metal Worker	3866	33	34
1940	2	Military	404	11	18
1940	2	Miller	101	25	19
1940	2	Milliner	10493	19	46
1940	2	Miner	4858	24	10
1940	2	Model Maker	505	34	44
1940	2	Molder	778	28	12
1940	2	Motion Picture Projectionist	1313	34	43
1940	2	Motorman	101	26	3
1940	2	Musician / Music Teacher	63824	20	52
1940	2	Newsboy	1515	3	27
1940	2	Nurse	436474	16	34
1940	2	Office Machine Operator	61555	23	45
1940	2	Oiler / Greaser	778	28	15
1940	2	Operative	2053061	23	18
1940	2	Optician / Lens Grinder	863	30	39
1940	2	Optometrist	1773	42	79
1940	2	Osteopath	1212	60	96
1940	2	Painter	11859	25	17
1940	2	Paperhanger	3800	15	10
1940	2	Parking Attendant	11348	19	19
1940	2	Pharmacist	5816	40	82
1940	2	Photo Developer	9844	23	42
1940	2	Photographer	3311	27	50
1940	2	Physician / Surgeon	8033	80	92
1940	2	Pilot	303	52	79
1940	2	Plasterer	909	29	25
1940	2	Plumber	1388	33	34
1940	2	Policeman / Detective	1920	32	39
1940	2	Porter	3714	18	4
1940	2	Postmaster	16614	29	60
1940	2	Power Station Operator	1245	36	50
1940	2	Pressman	773	38	49
1940	2	Produce Grader	20208	12	10
1940	2	Professional - Misc	37527	33	65
1940	2	Professor	20493	41	84
1940	2	Public Officials	16572	36	66
1940	2	Purchasing Agent	8463	42	77
1940	2	Radio Operator	404	39	69
1940	2	Railroad Brakeman	458	36	42
1940	2	Railroad Conductor	606	43	58
1940	2	Real Estate Agent	9954	35	62
1940	2	Recreation Attendant	9754	8	19
1940	2	Religious Worker	23772	15	56
1940	2	Roller	202	30	22
1940	2	Roofer	808	23	15
1940	2	Sailor	505	23	16
1940	2	Salesman	847292	24	47
1940	2	Sawyer	303	17	5
1940	2	Secretary	1100500	22	61
1940	2	Security Guard	3536	25	18
1940	2	Service Attendant	25520	13	26
1940	2	Service Worker	195557	11	11
1940	2	Serviceman	1871	33	49
1940	2	Sheriff / Bailiff	404	30	34
1940	2	Ship Officers	303	42	54
1940	2	Shipping and Receiving	17449	26	22
1940	2	Shoemaker	764	20	12
1940	2	Social Worker	46434	27	64
1940	2	Sports Instructor / Official	5037	32	64
1940	2	Stationary Engineer	1379	36	47
1940	2	Stock Broker	3484	40	73
1940	2	Stone Cutter	1978	28	25
1940	2	Street Car Conductor	101	33	30
1940	2	Surveyor	1098	28	48
1940	2	Tailor	16548	26	23
1940	2	Teacher	808035	27	72
1940	2	Teamster	404	15	8
1940	2	Technician	1201	34	62
1940	2	Technician - Testing	21121	30	53
1940	2	Telegraph Messenger	179	12	22
1940	2	Telegraph Operator	11584	32	47
1940	2	Telephone Operator	191238	21	45
1940	2	Temperer	391	31	22
1940	2	Therapist	9081	26	58
1940	2	Ticket Agent	2121	35	60
1940	2	Tool Maker	101	37	50
1940	2	Truck / Tractor Driver	9254	25	15
1940	2	Typesetter	12657	36	52
1940	2	Union Official	2802	40	58
1940	2	Upholsterer	2222	26	22
1940	2	Usher	4500	4	25
1940	2	Veterinarian	606	42	78
1940	2	Waiter / Waitress	412143	11	16
1940	2	Welder	2323	31	24
1950	1	Accountant / Auditor	330352	38	78
1950	1	Actor	10678	29	60
1950	1	Advertising Agent	26603	35	66
1950	1	Agent	115523	36	68
1950	1	Apprentice	30590	20	35
1950	1	Apprentice - Auto Mechanic	5955	18	25
1950	1	Apprentice - Bricklayer	8290	25	32
1950	1	Apprentice - Carpenter	11840	20	31
1950	1	Apprentice - Construction	5717	21	29
1950	1	Apprentice - Electrician	12387	25	37
1950	1	Apprentice - Machinist	17372	24	41
1950	1	Apprentice - Mechanic	4726	25	34
1950	1	Apprentice - Metal Working	8716	23	33
1950	1	Apprentice - Plumber	17684	25	33
1950	1	Apprentice - Printing	20145	23	40
1950	1	Architect	24820	54	90
1950	1	Artist / Art Teacher	52247	31	67
1950	1	Athlete	8927	23	52
1950	1	Auctioneer	13509	30	40
1950	1	Author	9927	33	76
1950	1	Baggageman	7482	30	25
1950	1	Baker	110668	28	22
1950	1	Bank Teller	35493	26	52
1950	1	Barber / Beautician	199062	19	17
1950	1	Bartender	207898	25	19
1950	1	Bill Collector	18194	26	39
1950	1	Blacksmith	45402	25	16
1950	1	Blaster	11950	26	11
1950	1	Boarding House Keeper	7385	7	30
1950	1	Boatman	14891	30	24
1950	1	Boilermaker	38374	34	39
1950	1	Bookbinder	14948	25	33
1950	1	Bookkeeper	177052	22	51
1950	1	Bootblack	14807	14	8
1950	1	Building Manager	49271	20	32
1950	1	Bus Driver	155103	30	24
1950	1	Buyer - Farm	28490	26	33
1950	1	Buyer - Store	102591	42	72
1950	1	Cabinet Maker	70956	26	23
1950	1	Car Washer	90099	16	8
1950	1	Carpenter	973660	24	19
1950	1	Cashier	47193	18	44
1950	1	Cement / Concrete Finisher	36637	27	19
1950	1	Chainman	12715	19	25
1950	1	Charwoman	50778	14	10
1950	1	Chemist	71535	40	79
1950	1	Chiropractor	12017	32	75
1950	1	Clergyman	168400	24	52
1950	1	Clerical Worker	1584096	25	44
1950	1	College President / Dean	4142	41	84
1950	1	Constable	7493	24	21
1950	1	Cook	230222	16	15
1950	1	Counter Worker	51488	13	17
1950	1	Craftsman	78662	32	32
1950	1	Cranemen / Hoistmen	109222	31	21
1950	1	Creditor	27992	37	74
1950	1	Crossing Guard / Toll Collector	12586	26	17
1950	1	Dancer / Dance Teacher	3270	16	45
1950	1	Decorator	30892	25	40
1950	1	Delivery Man	245625	27	32
1950	1	Demonstrator	4894	12	35
1950	1	Dentist	70950	63	96
1950	1	Designer	34062	38	73
1950	1	Dispatcher	31256	31	40
1950	1	Doctor Office Attendant	2497	16	38
1950	1	Draftsman	112090	34	67
1950	1	Dressmaker / Seamstress	4609	12	23
1950	1	Dyer	28005	25	12
1950	1	Economist	6678	39	81
1950	1	Editor / Reporter	66138	39	82
1950	1	Electrician	325389	34	44
1950	1	Electrotyper	18965	47	55
1950	1	Elevator Operator	67776	20	10
1950	1	Engineer	78147	49	87
1950	1	Engineer - Aeuronautical	18100	48	87
1950	1	Engineer - Chemical	30515	49	90
1950	1	Engineer - Civil	127908	46	84
1950	1	Engineer - Electrical	110418	46	84
1950	1	Engineer - Industrial	46819	45	86
1950	1	Engineer - Mechanical	117503	46	82
1950	1	Engineer - Metallurgical	11737	46	82
1950	1	Engineer - Mining	10661	48	85
1950	1	Engraver	9858	33	47
1950	1	Entertainer	11328	20	31
1950	1	Farm Advisor	6357	36	83
1950	1	Farm Foreman	18215	23	20
1950	1	Farm Laborer	2188723	11	15
1950	1	Farm Manager	30519	24	36
1950	1	Farmer	4225264	14	14
1950	1	Fireman	250390	31	27
1950	1	Fisherman	81244	16	10
1950	1	Floor Manager	5095	26	50
1950	1	Foremen	790386	38	49
1950	1	Forgemen	17916	32	23
1950	1	Forrester	26195	29	48
1950	1	Funeral Director	35287	31	59
1950	1	Furnaceman	58253	29	18
1950	1	Furrier	13387	32	39
1950	1	Gardener / Groundskeeper	157029	17	11
1950	1	Glazier	14297	28	26
1950	1	Hospital Attendant	87897	16	13
1950	1	Household Worker	92978	9	17
1950	1	Huckster	21167	13	8
1950	1	Human Resources	39058	43	84
1950	1	Inspector	170403	32	42
1950	1	Insulation Worker	17794	32	32
1950	1	Insurance Agent	288469	36	66
1950	1	Janitor	423443	19	9
1950	1	Jeweler	48404	27	36
1950	1	Job Setter	24555	34	28
1950	1	Laborer	3170293	20	8
1950	1	Laundry / Dry Cleaning	143430	15	15
1950	1	Lawyer / Judge	173840	62	93
1950	1	Librarian	6517	22	60
1950	1	Library Attendant	2879	13	44
1950	1	Lithographer	30018	47	64
1950	1	Locomotive Engineer	78796	46	58
1950	1	Locomotive Fireman	60293	37	45
1950	1	Longshoreman	71535	25	11
1950	1	Loom Fixer	32712	29	10
1950	1	Lumberman	202339	12	4
1950	1	Machinist	522212	32	33
1950	1	Mail Carrier	168099	34	53
1950	1	Manager / Owner	3890801	42	68
1950	1	Mason	169569	29	27
1950	1	Mathematician	1618	41	80
1950	1	Meat Cutter	173515	29	29
1950	1	Mechanic	858091	30	27
1950	1	Mechanic - Airplane	73763	34	48
1950	1	Mechanic - Automobile	695009	27	19
1950	1	Mechanic - Office Machines	18600	28	36
1950	1	Mechanic - Radio / Television	78890	25	36
1950	1	Mechanic - Railroad	52977	32	23
1950	1	Messenger	72703	27	48
1950	1	Metal Filer	156734	30	22
1950	1	Metal Heater	10872	32	29
1950	1	Metal Worker	189923	33	34
1950	1	Midwife	109	5	37
1950	1	Military	991684	11	18
1950	1	Miller	12321	25	19
1950	1	Milliner	3488	19	46
1950	1	Millwright	59944	34	31
1950	1	Miner	593828	24	10
1950	1	Model Maker	52235	34	44
1950	1	Molder	61505	28	12
1950	1	Motion Picture Projectionist	25522	34	43
1950	1	Motorman	50163	30	19
1950	1	Musician / Music Teacher	82343	20	52
1950	1	Newsboy	99159	3	27
1950	1	Nurse	17356	12	40
1950	1	Nutritionist	1180	20	39
1950	1	Office Machine Operator	26048	23	45
1950	1	Oiler / Greaser	62567	28	15
1950	1	Operative	4057324	23	18
1950	1	Optician / Lens Grinder	19545	30	39
1950	1	Optometrist	16568	42	79
1950	1	Osteopath	6758	60	96
1950	1	Painter	570711	25	17
1950	1	Paperhanger	22586	15	10
1950	1	Parking Attendant	255490	19	19
1950	1	Pharmacist	84842	40	82
1950	1	Photo Developer	18452	23	42
1950	1	Photographer	46122	27	50
1950	1	Physician / Surgeon	186164	80	92
1950	1	Piano / Organ Tuner	13802	24	38
1950	1	Pilot	16817	52	79
1950	1	Plasterer	68312	29	25
1950	1	Plumber	292481	33	34
1950	1	Policeman / Detective	202046	32	39
1950	1	Porter	173360	18	4
1950	1	Postmaster	22144	29	60
1950	1	Power Station Operator	22608	36	50
1950	1	Pressman	56811	38	49
1950	1	Produce Grader	23753	12	10
1950	1	Professional - Misc	98096	33	65
1950	1	Professor	31980	41	84
1950	1	Professor - Agriculture 	5005	41	84
1950	1	Professor - Biology	4834	41	84
1950	1	Professor - Chemistry	5931	41	84
1950	1	Professor - Economics	3419	41	84
1950	1	Professor - Engineering	8515	41	84
1950	1	Professor - Geology	936	41	84
1950	1	Professor - Mathematics	4048	41	84
1950	1	Professor - Medical	2200	41	84
1950	1	Professor - Physics	2972	41	84
1950	1	Professor - Psychology	2316	41	84
1950	1	Professor - Science	136	41	84
1950	1	Professor - Social Science 	13381	41	84
1950	1	Professor - Statistics	519	41	84
1950	1	Psychologist	1742	39	81
1950	1	Public Officials	109734	36	66
1950	1	Purchasing Agent	63795	42	77
1950	1	Radio Operator	16670	39	69
1950	1	Railroad Brakeman	79785	36	42
1950	1	Railroad Conductor	55662	43	58
1950	1	Railroad Switchman	67040	36	44
1950	1	Real Estate Agent	134551	35	62
1950	1	Recreation Attendant	63049	8	19
1950	1	Religious Worker	15925	15	56
1950	1	Road Machinery Operator	113735	31	24
1950	1	Roller	33817	30	22
1950	1	Roofer	56125	23	15
1950	1	Sailor	58129	23	16
1950	1	Salesman	2171684	24	47
1950	1	Sawyer	98150	17	5
1950	1	Scientist	2012	41	80
1950	1	Scientist - Agriculture	5534	41	80
1950	1	Scientist - Biology	6498	41	80
1950	1	Scientist - Geology	10546	41	80
1950	1	Scientist - Physics	6923	41	80
1950	1	Scientist - Social	2784	39	81
1950	1	Secretary	89660	22	61
1950	1	Security Guard	261719	25	18
1950	1	Service Attendant	19180	13	26
1950	1	Service Worker	254527	11	11
1950	1	Serviceman	213453	33	49
1950	1	Sheriff / Bailiff	18768	30	34
1950	1	Ship Officers	45197	42	54
1950	1	Shipping and Receiving	287314	26	22
1950	1	Shoemaker	56070	20	12
1950	1	Social Worker	37483	27	66
1950	1	Sports Instructor / Official	33262	32	64
1950	1	Stationary Engineer	228473	36	47
1950	1	Statistician / Actuary	15850	39	81
1950	1	Stock Broker	11770	40	73
1950	1	Stone Cutter	11725	28	25
1950	1	Street Car Conductor	12833	33	30
1950	1	Surveyor	24636	28	48
1950	1	Tailor	83604	26	23
1950	1	Taxi Cab Driver / Chauffeur	210517	22	10
1950	1	Teacher	296407	27	72
1950	1	Teamster	25025	15	8
1950	1	Technician	27935	33	62
1950	1	Technician - Medical / Dental	36735	25	48
1950	1	Technician - Testing	63429	30	53
1950	1	Telegraph Messenger	8459	12	22
1950	1	Telegraph Operator	29863	32	47
1950	1	Telephone Operator	28994	21	45
1950	1	Temperer	17479	31	22
1950	1	Textile Spinner	19327	18	5
1950	1	Therapist	11852	26	58
1950	1	Ticket Agent	53053	35	60
1950	1	Tool Maker	161693	37	50
1950	1	Truck / Tractor Driver	1406612	25	15
1950	1	Typesetter	172748	36	52
1950	1	Union Official	22634	40	58
1950	1	Upholsterer	62230	26	22
1950	1	Usher	17200	4	25
1950	1	Veterinarian	15063	42	78
1950	1	Waiter / Waitress	129961	11	16
1950	1	Weaver	64570	23	6
1950	1	Welder	281806	31	24
1950	2	Accountant / Auditor	56117	38	78
1950	2	Actor	7067	29	60
1950	2	Advertising Agent	4219	35	66
1950	2	Agent	23172	36	68
1950	2	Apprentice	1072	20	35
1950	2	Apprentice - Auto Mechanic	1074	18	25
1950	2	Apprentice - Carpenter	54	20	31
1950	2	Apprentice - Machinist	165	24	41
1950	2	Apprentice - Metal Working	246	23	33
1950	2	Apprentice - Plumber	3305	25	33
1950	2	Apprentice - Printing	1967	23	40
1950	2	Architect	519	54	90
1950	2	Artist / Art Teacher	30171	31	67
1950	2	Athlete	155	23	52
1950	2	Auctioneer	2970	30	40
1950	2	Author	5669	33	76
1950	2	Baggageman	381	30	25
1950	2	Baker	9889	28	22
1950	2	Bank Teller	32017	26	52
1950	2	Barber / Beautician	199372	19	17
1950	2	Bartender	17293	25	19
1950	2	Bill Collector	3874	26	39
1950	2	Blacksmith	65	25	16
1950	2	Boarding House Keeper	21857	7	30
1950	2	Boatman	773	30	24
1950	2	Boilermaker	319	34	39
1950	2	Bookbinder	17486	25	33
1950	2	Bookkeeper	595798	22	51
1950	2	Bootblack	1787	14	8
1950	2	Building Manager	27306	20	32
1950	2	Bus Driver	5339	30	24
1950	2	Buyer - Farm	166	26	33
1950	2	Buyer - Store	35223	42	72
1950	2	Cabinet Maker	559	26	23
1950	2	Car Washer	8613	16	8
1950	2	Carpenter	5723	24	19
1950	2	Cashier	197824	18	44
1950	2	Cement / Concrete Finisher	175	27	19
1950	2	Chainman	929	19	25
1950	2	Charwoman	76814	14	10
1950	2	Chemist	7798	40	79
1950	2	Chiropractor	1932	32	75
1950	2	Clergyman	8045	24	52
1950	2	Clerical Worker	1539068	25	44
1950	2	College President / Dean	1526	41	84
1950	2	Constable	164	24	21
1950	2	Cook	254588	16	15
1950	2	Counter Worker	49079	13	17
1950	2	Craftsman	619	32	32
1950	2	Cranemen / Hoistmen	1405	31	21
1950	2	Creditor	8548	37	74
1950	2	Crossing Guard / Toll Collector	229	26	17
1950	2	Dancer / Dance Teacher	12049	16	45
1950	2	Decorator	11781	25	40
1950	2	Delivery Man	4586	27	32
1950	2	Demonstrator	14926	12	35
