year	sex	occupation	people	score	sei
1950	2	Dentist	2037	63	96
1950	2	Designer	11044	38	73
1950	2	Dispatcher	3466	31	40
1950	2	Doctor Office Attendant	40013	16	38
1950	2	Draftsman	6803	34	67
1950	2	Dressmaker / Seamstress	143321	12	23
1950	2	Dyer	2297	25	12
1950	2	Economist	3251	39	81
1950	2	Editor / Reporter	25334	39	82
1950	2	Electrician	2213	34	44
1950	2	Electrotyper	1605	47	55
1950	2	Elevator Operator	29340	20	10
1950	2	Engineer	333	49	87
1950	2	Engineer - Aeuronautical	545	48	87
1950	2	Engineer - Chemical	1545	49	90
1950	2	Engineer - Civil	4171	46	84
1950	2	Engineer - Electrical	1010	46	84
1950	2	Engineer - Industrial	843	45	86
1950	2	Engineer - Mechanical	746	46	82
1950	2	Engineer - Metallurgical	679	46	82
1950	2	Engineer - Mining	420	48	85
1950	2	Engraver	1318	33	47
1950	2	Entertainer	6703	20	31
1950	2	Farm Advisor	8128	36	83
1950	2	Farm Foreman	420	23	20
1950	2	Farm Laborer	644460	11	15
1950	2	Farm Manager	2118	24	36
1950	2	Farmer	113760	14	14
1950	2	Fireman	3969	31	27
1950	2	Fisherman	1461	16	10
1950	2	Floor Manager	5334	26	50
1950	2	Foremen	66337	38	49
1950	2	Forgemen	339	32	23
1950	2	Forrester	1750	29	48
1950	2	Funeral Director	4118	31	59
1950	2	Furnaceman	783	29	18
1950	2	Furrier	2251	32	39
1950	2	Gardener / Groundskeeper	3698	17	11
1950	2	Glazier	784	28	26
1950	2	Hospital Attendant	126801	16	13
1950	2	Household Worker	1541444	9	17
1950	2	Huckster	3572	13	8
1950	2	Human Resources	15585	43	84
1950	2	Inspector	11117	32	42
1950	2	Insulation Worker	1610	32	32
1950	2	Insurance Agent	24562	36	66
1950	2	Janitor	62893	19	9
1950	2	Jeweler	2997	27	36
1950	2	Job Setter	550	34	28
1950	2	Laborer	117171	20	8
1950	2	Laundry / Dry Cleaning	307130	15	15
1950	2	Lawyer / Judge	5909	62	93
1950	2	Librarian	55246	22	60
1950	2	Library Attendant	12268	13	44
1950	2	Lithographer	1051	47	64
1950	2	Locomotive Engineer	189	46	58
1950	2	Locomotive Fireman	55	37	45
1950	2	Longshoreman	1266	25	11
1950	2	Loom Fixer	1016	29	10
1950	2	Lumberman	1710	12	4
1950	2	Machinist	7161	32	33
1950	2	Mail Carrier	2689	34	53
1950	2	Manager / Owner	561469	42	68
1950	2	Mason	819	29	27
1950	2	Mathematician	669	41	80
1950	2	Meat Cutter	3651	29	29
1950	2	Mechanic	12727	30	27
1950	2	Mechanic - Airplane	1239	34	48
1950	2	Mechanic - Automobile	6934	27	19
1950	2	Mechanic - Office Machines	163	28	36
1950	2	Mechanic - Radio / Television	1856	25	36
1950	2	Messenger	15403	27	48
1950	2	Metal Filer	6945	30	22
1950	2	Metal Heater	1491	32	29
1950	2	Metal Worker	1796	33	34
1950	2	Midwife	1086	5	37
1950	2	Military	20661	11	18
1950	2	Milliner	14466	19	46
1950	2	Millwright	265	34	31
1950	2	Miner	725	24	10
1950	2	Model Maker	2444	34	44
1950	2	Molder	441	28	12
1950	2	Motion Picture Projectionist	445	34	43
1950	2	Motorman	516	34	34
1950	2	Musician / Music Teacher	91745	20	52
1950	2	Newsboy	3154	3	27
1950	2	Nurse	615880	12	40
1950	2	Nutritionist	22631	20	39
1950	2	Office Machine Operator	129829	23	45
1950	2	Oiler / Greaser	671	28	15
1950	2	Operative	2577284	23	18
1950	2	Optician / Lens Grinder	1947	30	39
1950	2	Optometrist	946	42	79
1950	2	Osteopath	574	60	96
1950	2	Painter	31300	25	17
1950	2	Paperhanger	3055	15	10
1950	2	Parking Attendant	6263	19	19
1950	2	Pharmacist	13857	40	82
1950	2	Photo Developer	15688	23	42
1950	2	Photographer	9922	27	50
1950	2	Physician / Surgeon	11600	80	92
1950	2	Piano / Organ Tuner	325	24	38
1950	2	Plasterer	1203	29	25
1950	2	Plumber	2210	33	34
1950	2	Policeman / Detective	4611	32	39
1950	2	Porter	6489	18	4
1950	2	Postmaster	14591	29	60
1950	2	Power Station Operator	1045	36	50
1950	2	Pressman	1908	38	49
1950	2	Produce Grader	28323	12	10
1950	2	Professional - Misc	19300	33	65
1950	2	Professor	17593	41	84
1950	2	Professor - Agriculture 	109	41	84
1950	2	Professor - Biology	1407	41	84
1950	2	Professor - Chemistry	1034	41	84
1950	2	Professor - Economics	463	41	84
1950	2	Professor - Mathematics	998	41	84
1950	2	Professor - Medical	246	41	84
1950	2	Professor - Physics	1101	41	84
1950	2	Professor - Psychology	1497	41	84
1950	2	Professor - Social Science 	6210	41	84
1950	2	Psychologist	2509	39	81
1950	2	Public Officials	21025	36	66
1950	2	Purchasing Agent	6955	42	77
1950	2	Radio Operator	2611	39	69
1950	2	Railroad Brakeman	485	36	42
1950	2	Railroad Conductor	54	43	58
1950	2	Railroad Switchman	218	36	44
1950	2	Real Estate Agent	24702	35	62
1950	2	Recreation Attendant	5241	8	19
1950	2	Religious Worker	29036	15	56
1950	2	Road Machinery Operator	948	31	24
1950	2	Roller	510	30	22
1950	2	Sailor	986	23	16
1950	2	Salesman	1345595	24	47
1950	2	Sawyer	2415	17	5
1950	2	Scientist	65	41	80
1950	2	Scientist - Agriculture	201	41	80
1950	2	Scientist - Biology	2817	41	80
1950	2	Scientist - Geology	435	41	80
1950	2	Scientist - Physics	636	41	80
1950	2	Scientist - Social	1187	39	81
1950	2	Secretary	1574256	22	61
1950	2	Security Guard	5407	25	18
1950	2	Service Attendant	37959	13	26
1950	2	Service Worker	339275	11	11
1950	2	Serviceman	5900	33	49
1950	2	Sheriff / Bailiff	1147	30	34
1950	2	Ship Officers	5697	42	54
1950	2	Shipping and Receiving	18829	26	22
1950	2	Shoemaker	1432	20	12
1950	2	Social Worker	65279	27	66
1950	2	Sports Instructor / Official	11964	32	64
1950	2	Stationary Engineer	1732	36	47
1950	2	Statistician / Actuary	8274	39	81
1950	2	Stock Broker	2603	40	73
1950	2	Stone Cutter	219	28	25
1950	2	Surveyor	2892	28	48
1950	2	Tailor	24368	26	23
1950	2	Taxi Cab Driver / Chauffeur	2306	22	10
1950	2	Teacher	864419	27	72
1950	2	Teamster	511	15	8
1950	2	Technician	3687	33	62
1950	2	Technician - Medical / Dental	46337	25	48
1950	2	Technician - Testing	21443	30	53
1950	2	Telegraph Messenger	499	12	22
1950	2	Telegraph Operator	6225	32	47
1950	2	Telephone Operator	360778	21	45
1950	2	Temperer	167	31	22
1950	2	Textile Spinner	63813	18	5
1950	2	Therapist	13497	26	58
1950	2	Ticket Agent	7253	35	60
1950	2	Tool Maker	401	37	50
1950	2	Truck / Tractor Driver	5306	25	15
1950	2	Typesetter	11801	36	52
1950	2	Union Official	2839	40	58
1950	2	Upholsterer	4590	26	22
1950	2	Usher	9367	4	25
1950	2	Veterinarian	2701	42	78
1950	2	Waiter / Waitress	610478	11	16
1950	2	Weaver	43353	23	6
1950	2	Welder	10209	31	24
1960	1	Accountant / Auditor	425002	38	78
1960	1	Actor	10461	29	60
1960	1	Advertising Agent	32275	35	66
1960	1	Agent	146745	36	68
1960	1	Apprentice	21110	20	35
1960	1	Apprentice - Auto Mechanic	2093	18	25
1960	1	Apprentice - Bricklayer	2991	25	32
1960	1	Apprentice - Carpenter	7666	20	31
1960	1	Apprentice - Construction	3489	21	29
1960	1	Apprentice - Electrician	9156	25	37
1960	1	Apprentice - Machinist	14047	24	41
1960	1	Apprentice - Mechanic	4784	25	34
1960	1	Apprentice - Metal Working	4984	23	33
1960	1	Apprentice - Plumber	9754	25	33
1960	1	Apprentice - Printing	12253	23	40
1960	1	Architect	30179	54	90
1960	1	Artist / Art Teacher	70230	31	67
1960	1	Athlete	4387	23	52
1960	1	Auctioneer	4385	30	40
1960	1	Author	20930	33	76
1960	1	Baggageman	6868	30	25
1960	1	Baker	108960	28	22
1960	1	Bank Teller	45627	26	52
1960	1	Barber / Beautician	232886	19	17
1960	1	Bartender	192736	25	19
1960	1	Bill Collector	31184	26	39
1960	1	Blacksmith	29270	25	16
1960	1	Blaster	8858	26	11
1960	1	Boarding House Keeper	4282	7	30
1960	1	Boatman	8368	30	24
1960	1	Boilermaker	30978	34	39
1960	1	Bookbinder	14843	25	33
1960	1	Bookkeeper	170070	22	51
1960	1	Bootblack	13752	14	8
1960	1	Building Manager	35767	20	32
1960	1	Bus Driver	181709	30	24
1960	1	Buyer - Farm	21507	26	33
1960	1	Buyer - Store	195651	42	72
1960	1	Cabinet Maker	75927	26	23
1960	1	Car Washer	110112	16	8
1960	1	Carpenter	1100617	24	19
1960	1	Cashier	131521	18	44
1960	1	Cement / Concrete Finisher	54904	27	19
1960	1	Chainman	14249	19	25
1960	1	Charwoman	74484	14	10
1960	1	Chemist	81301	40	79
1960	1	Chiropractor	13641	32	75
1960	1	Clergyman	212391	24	52
1960	1	Clerical Worker	2030615	25	44
1960	1	College President / Dean	6378	41	84
1960	1	Constable	8368	24	21
1960	1	Cook	259815	16	15
1960	1	Counter Worker	56092	13	17
1960	1	Craftsman	122735	32	32
1960	1	Cranemen / Hoistmen	144028	31	21
1960	1	Creditor	41142	37	74
1960	1	Crossing Guard / Toll Collector	20520	26	17
1960	1	Dancer / Dance Teacher	5981	16	45
1960	1	Decorator	29889	25	40
1960	1	Delivery Man	470814	27	32
1960	1	Demonstrator	1796	12	35
1960	1	Dentist	84779	63	96
1960	1	Designer	61770	38	73
1960	1	Dispatcher	54589	31	40
1960	1	Doctor Office Attendant	2891	16	38
1960	1	Draftsman	222058	34	67
1960	1	Dressmaker / Seamstress	5480	12	23
1960	1	Dyer	21118	25	12
1960	1	Economist	16035	39	81
1960	1	Editor / Reporter	94148	39	82
1960	1	Electrician	384469	34	44
1960	1	Electrotyper	9759	47	55
1960	1	Elevator Operator	69127	20	10
1960	1	Engineer	152998	49	87
1960	1	Engineer - Aeuronautical	54294	48	87
1960	1	Engineer - Chemical	42658	49	90
1960	1	Engineer - Civil	172552	46	84
1960	1	Engineer - Electrical	183872	46	84
1960	1	Engineer - Industrial	103512	45	86
1960	1	Engineer - Mechanical	167238	46	82
1960	1	Engineer - Metallurgical	18527	46	82
1960	1	Engineer - Mining	12947	48	85
1960	1	Engraver	12760	33	47
1960	1	Entertainer	10860	20	31
1960	1	Farm Advisor	7078	36	83
1960	1	Farm Foreman	28900	23	20
1960	1	Farm Laborer	1784546	11	15
1960	1	Farm Manager	26102	24	36
1960	1	Farmer	2766741	14	14
1960	1	Fireman	255326	31	27
1960	1	Fisherman	55407	16	10
1960	1	Floor Manager	7174	26	50
1960	1	Foremen	1215583	38	49
1960	1	Forgemen	11543	32	23
1960	1	Forrester	40254	29	48
1960	1	Funeral Director	36562	31	59
1960	1	Furnaceman	62349	29	18
1960	1	Furrier	4085	32	39
1960	1	Gardener / Groundskeeper	287768	17	11
1960	1	Glazier	18235	28	26
1960	1	Hospital Attendant	124009	16	13
1960	1	Household Worker	114267	9	17
1960	1	Huckster	27385	13	8
1960	1	Human Resources	76577	43	84
1960	1	Inspector	212526	31	42
1960	1	Insulation Worker	24297	32	32
1960	1	Insurance Agent	415632	36	66
1960	1	Janitor	698408	19	9
1960	1	Jeweler	40433	27	36
1960	1	Job Setter	40441	34	28
1960	1	Laborer	3563009	20	8
1960	1	Laundry / Dry Cleaning	132711	15	15
1960	1	Lawyer / Judge	211203	61	93
1960	1	Librarian	12953	22	60
1960	1	Library Attendant	10059	13	44
1960	1	Lithographer	28588	47	64
1960	1	Locomotive Engineer	79088	46	58
1960	1	Locomotive Fireman	40442	37	45
1960	1	Longshoreman	64546	25	11
1960	1	Loom Fixer	30085	29	10
1960	1	Lumberman	163385	12	4
1960	1	Machinist	572045	32	33
1960	1	Mail Carrier	230874	34	53
1960	1	Manager / Owner	4254695	42	68
1960	1	Mason	236678	29	27
1960	1	Mathematician	5874	41	80
1960	1	Meat Cutter	200374	29	29
1960	1	Mechanic	1414733	30	27
1960	1	Mechanic - Airplane	121473	34	48
1960	1	Mechanic - Automobile	727963	27	19
1960	1	Mechanic - Office Machines	30580	30	36
1960	1	Mechanic - Radio / Television	114485	25	36
1960	1	Mechanic - Railroad	51803	32	23
1960	1	Messenger	84687	27	48
1960	1	Metal Filer	164297	30	22
1960	1	Metal Heater	10362	32	29
1960	1	Metal Worker	229401	33	34
1960	1	Midwife	600	5	37
1960	1	Military	1765471	11	18
1960	1	Miller	10764	25	19
1960	1	Milliner	794	19	46
1960	1	Millwright	72993	34	31
1960	1	Miner	416018	24	10
1960	1	Model Maker	47117	34	44
1960	1	Molder	62161	28	12
1960	1	Motion Picture Projectionist	20021	34	43
1960	1	Motorman	27104	30	19
1960	1	Musician / Music Teacher	92558	20	52
1960	1	Newsboy	264781	3	27
1960	1	Nurse	28988	12	40
1960	1	Nutritionist	1991	20	39
1960	1	Office Machine Operator	81701	23	45
1960	1	Oiler / Greaser	60558	28	15
1960	1	Operative	4986070	23	18
1960	1	Optician / Lens Grinder	17831	30	39
1960	1	Optometrist	17440	42	79
1960	1	Osteopath	3784	60	96
1960	1	Painter	643596	25	17
1960	1	Paperhanger	13057	15	10
1960	1	Parking Attendant	434923	19	19
1960	1	Pharmacist	97311	40	82
1960	1	Photo Developer	26196	23	42
1960	1	Photographer	50022	27	50
1960	1	Physician / Surgeon	222442	80	92
1960	1	Piano / Organ Tuner	5384	24	38
1960	1	Pilot	30676	52	79
1960	1	Plasterer	63664	29	25
1960	1	Plumber	371777	33	34
1960	1	Policeman / Detective	274172	32	39
1960	1	Porter	182380	18	4
1960	1	Postmaster	27385	29	60
1960	1	Power Station Operator	28090	36	50
1960	1	Pressman	78705	38	49
1960	1	Produce Grader	10362	12	10
1960	1	Professional - Misc	263832	31	65
1960	1	Professor	66431	41	84
1960	1	Professor - Agriculture 	3288	41	84
1960	1	Professor - Biology	6975	41	84
1960	1	Professor - Chemistry	5785	41	84
1960	1	Professor - Economics	3883	41	84
1960	1	Professor - Engineering	9866	41	84
1960	1	Professor - Geology	1795	41	84
1960	1	Professor - Mathematics	8964	41	84
1960	1	Professor - Medical	4982	41	84
1960	1	Professor - Physics	5282	41	84
1960	1	Professor - Psychology	2193	41	84
1960	1	Professor - Science	199	41	84
1960	1	Professor - Social Science 	17431	41	84
1960	1	Professor - Statistics	100	41	84
1960	1	Psychologist	10065	39	81
1960	1	Public Officials	173633	36	66
1960	1	Purchasing Agent	99324	42	77
1960	1	Radio Operator	27301	39	69
1960	1	Railroad Brakeman	71215	36	42
1960	1	Railroad Conductor	63262	43	58
1960	1	Railroad Switchman	65023	36	44
1960	1	Real Estate Agent	172155	35	62
1960	1	Recreation Attendant	93742	8	19
1960	1	Religious Worker	26016	15	56
1960	1	Road Machinery Operator	235174	31	24
1960	1	Roller	33573	30	22
1960	1	Roofer	64048	23	15
1960	1	Sailor	48904	23	16
1960	1	Salesman	2558950	24	47
1960	1	Sawyer	109190	17	5
1960	1	Scientist	2787	38	80
1960	1	Scientist - Agriculture	8576	41	80
1960	1	Scientist - Biology	10164	41	80
1960	1	Scientist - Geology	20425	41	80
1960	1	Scientist - Physics	13544	41	80
1960	1	Scientist - Social	2489	39	81
1960	1	Secretary	91039	22	61
1960	1	Security Guard	352263	25	18
1960	1	Service Attendant	29596	13	26
1960	1	Service Worker	337750	11	11
1960	1	Serviceman	283614	33	49
1960	1	Sheriff / Bailiff	28402	30	34
1960	1	Ship Officers	45128	42	54
1960	1	Shipping and Receiving	296519	26	22
1960	1	Shoemaker	40653	20	12
1960	1	Social Worker	90078	27	66
1960	1	Sports Instructor / Official	57567	32	64
1960	1	Stationary Engineer	314408	36	47
1960	1	Statistician / Actuary	15446	39	81
1960	1	Stock Broker	33367	40	73
1960	1	Stone Cutter	6378	28	25
1960	1	Street Car Conductor	5974	33	30
1960	1	Surveyor	51674	28	48
1960	1	Tailor	42928	26	23
1960	1	Taxi Cab Driver / Chauffeur	182830	22	10
1960	1	Teacher	510329	27	72
1960	1	Teamster	25494	15	8
1960	1	Technician	96121	33	62
1960	1	Technician - Medical / Dental	59266	25	48
1960	1	Technician - Testing	235487	31	53
1960	1	Telegraph Messenger	5382	12	22
1960	1	Telegraph Operator	18035	32	47
1960	1	Telephone Operator	17446	21	45
1960	1	Temperer	21626	31	22
1960	1	Textile Spinner	13945	18	5
1960	1	Therapist	17043	26	58
1960	1	Ticket Agent	67749	33	60
1960	1	Tool Maker	205485	37	50
1960	1	Truck / Tractor Driver	1787785	25	15
1960	1	Typesetter	181010	36	52
1960	1	Union Official	31957	40	58
1960	1	Upholsterer	58277	26	22
1960	1	Usher	15142	4	25
1960	1	Veterinarian	17730	42	78
1960	1	Waiter / Waitress	151423	11	16
1960	1	Weaver	46228	23	6
1960	1	Welder	399733	31	24
1960	2	Accountant / Auditor	112853	38	78
1960	2	Actor	8069	29	60
1960	2	Advertising Agent	8669	35	66
1960	2	Agent	46524	36	68
1960	2	Apprentice	2492	20	35
1960	2	Apprentice - Construction	100	21	29
1960	2	Apprentice - Electrician	99	25	37
1960	2	Apprentice - Machinist	497	24	41
1960	2	Apprentice - Mechanic	200	25	34
1960	2	Apprentice - Printing	299	23	40
1960	2	Architect	1096	54	90
1960	2	Artist / Art Teacher	59496	31	67
1960	2	Athlete	796	23	52
1960	2	Auctioneer	99	30	40
1960	2	Author	11349	33	76
1960	2	Baggageman	498	30	25
1960	2	Baker	28685	28	22
1960	2	Bank Teller	146571	26	52
1960	2	Barber / Beautician	382438	19	17
1960	2	Bartender	32280	25	19
1960	2	Bill Collector	9255	26	39
1960	2	Blacksmith	99	25	16
1960	2	Blaster	100	26	11
1960	2	Boarding House Keeper	38355	7	30
1960	2	Boatman	199	30	24
1960	2	Boilermaker	99	34	39
1960	2	Bookbinder	24210	25	33
1960	2	Bookkeeper	1262258	22	51
1960	2	Bootblack	399	14	8
1960	2	Building Manager	28494	20	32
1960	2	Bus Driver	23108	30	24
1960	2	Buyer - Farm	597	26	33
1960	2	Buyer - Store	75217	42	72
1960	2	Cabinet Maker	1395	26	23
1960	2	Car Washer	5875	16	8
1960	2	Carpenter	3792	24	19
1960	2	Cashier	710621	18	44
1960	2	Cement / Concrete Finisher	299	27	19
1960	2	Chainman	499	19	25
1960	2	Charwoman	206218	14	10
1960	2	Chemist	13145	40	79
1960	2	Chiropractor	1990	32	75
1960	2	Clergyman	7764	24	52
1960	2	Clerical Worker	3761404	25	44
1960	2	College President / Dean	1496	41	84
1960	2	Constable	696	24	21
1960	2	Cook	600691	16	15
1960	2	Counter Worker	210897	13	17
1960	2	Craftsman	2789	32	32
1960	2	Cranemen / Hoistmen	1097	31	21
1960	2	Creditor	17638	37	74
1960	2	Crossing Guard / Toll Collector	14536	26	17
1960	2	Dancer / Dance Teacher	28201	16	45
1960	2	Decorator	40449	25	40
1960	2	Delivery Man	24218	27	32
1960	2	Demonstrator	52985	12	35
1960	2	Dentist	3187	63	96
1960	2	Designer	21834	38	73
1960	2	Dispatcher	10561	31	40
1960	2	Doctor Office Attendant	127703	16	38
1960	2	Draftsman	24997	34	67
1960	2	Dressmaker / Seamstress	186323	12	23
1960	2	Dyer	1395	25	12
1960	2	Economist	3289	39	81
1960	2	Editor / Reporter	69526	39	82
1960	2	Electrician	4685	34	44
1960	2	Electrotyper	298	47	55
1960	2	Elevator Operator	45326	20	10
1960	2	Engineer	1096	49	87
1960	2	Engineer - Aeuronautical	897	48	87
1960	2	Engineer - Chemical	897	49	90
1960	2	Engineer - Civil	1194	46	84
1960	2	Engineer - Electrical	2196	46	84
1960	2	Engineer - Industrial	2594	45	86
1960	2	Engineer - Mechanical	599	46	82
1960	2	Engineer - Metallurgical	700	46	82
1960	2	Engraver	2591	33	47
1960	2	Entertainer	5075	20	31
1960	2	Farm Advisor	10762	36	83
1960	2	Farm Foreman	1495	23	20
1960	2	Farm Laborer	838162	11	15
1960	2	Farm Manager	997	24	36
1960	2	Farmer	181127	14	14
1960	2	Fireman	1396	31	27
1960	2	Fisherman	1098	16	10
1960	2	Floor Manager	7976	26	50
1960	2	Foremen	113444	38	49
1960	2	Forgemen	997	32	23
1960	2	Forrester	2487	29	48
1960	2	Funeral Director	2591	31	59
1960	2	Furnaceman	1190	29	18
1960	2	Furrier	1297	32	39
1960	2	Gardener / Groundskeeper	6477	17	11
1960	2	Glazier	500	28	26
1960	2	Hospital Attendant	479067	16	13
1960	2	Household Worker	2760658	9	17
1960	2	Huckster	49318	13	8
1960	2	Human Resources	45217	43	84
1960	2	Inspector	24507	31	42
1960	2	Insulation Worker	995	32	32
1960	2	Insurance Agent	65148	36	66
1960	2	Janitor	117939	19	9
1960	2	Jeweler	3887	27	36
1960	2	Job Setter	698	34	28
1960	2	Laborer	210569	20	8
1960	2	Laundry / Dry Cleaning	504340	15	15
1960	2	Lawyer / Judge	9565	61	93
1960	2	Librarian	103011	22	60
1960	2	Library Attendant	36750	13	44
1960	2	Lithographer	1992	47	64
1960	2	Locomotive Engineer	198	46	58
1960	2	Longshoreman	398	25	11
1960	2	Loom Fixer	398	29	10
1960	2	Lumberman	1596	12	4
1960	2	Machinist	11652	32	33
1960	2	Mail Carrier	6875	34	53
1960	2	Manager / Owner	862923	42	68
1960	2	Mason	1096	29	27
1960	2	Mathematician	3187	41	80
1960	2	Meat Cutter	9559	29	29
1960	2	Mechanic	32085	30	27
1960	2	Mechanic - Airplane	3689	34	48
1960	2	Mechanic - Automobile	3488	27	19
1960	2	Mechanic - Office Machines	100	30	36
1960	2	Mechanic - Radio / Television	3084	25	36
1960	2	Mechanic - Railroad	99	32	23
1960	2	Messenger	19520	27	48
1960	2	Metal Filer	15144	30	22
1960	2	Metal Heater	99	32	29
1960	2	Metal Worker	4682	33	34
1960	2	Midwife	1391	5	37
1960	2	Military	34658	11	18
1960	2	Miller	100	25	19
1960	2	Milliner	5575	19	46
1960	2	Miner	3088	24	10
1960	2	Model Maker	1596	34	44
1960	2	Molder	2786	28	12
1960	2	Motion Picture Projectionist	399	34	43
1960	2	Motorman	100	26	3
1960	2	Musician / Music Teacher	140663	20	52
1960	2	Newsboy	11756	3	27
1960	2	Nurse	1287387	12	40
1960	2	Nutritionist	40932	20	39
1960	2	Office Machine Operator	408461	23	45
1960	2	Oiler / Greaser	797	28	15
1960	2	Operative	5044007	23	18
1960	2	Optician / Lens Grinder	4679	30	39
1960	2	Optometrist	1197	42	79
1960	2	Osteopath	500	60	96
1960	2	Painter	41041	25	17
1960	2	Paperhanger	2288	15	10
1960	2	Parking Attendant	10951	19	19
1960	2	Pharmacist	10264	40	82
1960	2	Photo Developer	32268	23	42
1960	2	Photographer	10361	27	50
1960	2	Physician / Surgeon	16339	80	92
1960	2	Piano / Organ Tuner	99	24	38
1960	2	Pilot	599	52	79
1960	2	Plasterer	200	29	25
1960	2	Plumber	1397	33	34
1960	2	Policeman / Detective	11849	32	39
1960	2	Porter	3484	18	4
1960	2	Postmaster	21920	29	60
1960	2	Power Station Operator	2787	36	50
1960	2	Pressman	5886	38	49
1960	2	Produce Grader	53084	12	10
1960	2	Professional - Misc	94244	31	65
1960	2	Professor	27397	41	84
1960	2	Professor - Agriculture 	299	41	84
1960	2	Professor - Biology	2691	41	84
1960	2	Professor - Chemistry	1394	41	84
1960	2	Professor - Economics	199	41	84
1960	2	Professor - Engineering	299	41	84
1960	2	Professor - Geology	100	41	84
1960	2	Professor - Mathematics	1693	41	84
1960	2	Professor - Medical	1796	41	84
1960	2	Professor - Physics	199	41	84
1960	2	Professor - Psychology	1196	41	84
1960	2	Professor - Science	100	41	84
1960	2	Professor - Social Science 	11061	41	84
1960	2	Professor - Statistics	100	41	84
1960	2	Psychologist	5376	39	81
1960	2	Public Officials	59279	36	66
1960	2	Purchasing Agent	14743	42	77
1960	2	Radio Operator	5379	39	69
1960	2	Railroad Brakeman	199	36	42
1960	2	Railroad Conductor	400	43	58
1960	2	Railroad Switchman	498	36	44
1960	2	Real Estate Agent	65960	35	62
1960	2	Recreation Attendant	16527	8	19
1960	2	Religious Worker	42944	15	56
1960	2	Road Machinery Operator	599	31	24
1960	2	Roller	896	30	22
1960	2	Roofer	99	23	15
1960	2	Sailor	698	23	16
1960	2	Salesman	3203794	24	47
1960	2	Sawyer	3092	17	5
